review_id,product_id,user_id,rating,review_text,review_date,title,predicted_label
454,686,U454,1,Caused irritation after a few uses.,2026-04-29,,
455,226,U455,2,The scent was too strong for me.,2026-01-18,,
456,1056,U456,2,Would not recommend this product.,2026-01-28,,
457,608,U457,3,Average performance for the price.,2026-01-08,,
458,377,U458,4,Amazing product and works perfectly for my skin.,2026-04-18,,
459,463,U459,4,Excellent quality and beautiful packaging.,2026-02-14,,
460,920,U460,3,Average performance for the price.,2026-03-25,,
461,296,U461,3,Works fine but expected better results.,2026-01-09,,
462,750,U462,4,Very lightweight and easy to apply.,2026-01-23,,
463,1035,U463,1,Would not recommend this product.,2026-03-01,,
464,417,U464,1,The scent was too strong for me.,2026-03-28,,
465,640,U465,2,The scent was too strong for me.,2026-03-26,,
466,571,U466,2,Stopped using after one week.,2026-01-23,,
467,685,U467,2,Would not recommend this product.,2026-01-12,,
468,744,U468,2,Would not recommend this product.,2026-01-25,,
469,469,U469,3,The product is okay but nothing special.,2026-02-27,,
470,633,U470,1,Caused irritation after a few uses.,2026-01-19,,
471,847,U471,1,Caused irritation after a few uses.,2026-02-28,,
472,974,U472,2,Caused irritation after a few uses.,2026-01-11,,
473,1077,U473,5,Long lasting and smells wonderful.,2026-02-16,,
474,851,U474,2,Would not recommend this product.,2026-02-18,,
475,162,U475,1,Very disappointing and poor quality.,2026-03-21,,
476,887,U476,4,I would definitely buy this again.,2026-04-21,,
477,1095,U477,5,Excellent quality and beautiful packaging.,2026-01-26,,
478,934,U478,4,Excellent quality and beautiful packaging.,2026-04-14,,
479,368,U479,5,Excellent quality and beautiful packaging.,2026-02-27,,
480,337,U480,5,Very lightweight and easy to apply.,2026-03-16,,
481,1090,U481,3,Works fine but expected better results.,2026-03-15,,
482,524,U482,3,Not bad but there are better alternatives.,2026-01-07,,
483,120,U483,3,Works fine but expected better results.,2026-01-27,,
484,1033,U484,4,Long lasting and smells wonderful.,2026-05-03,,
485,260,U485,3,Not bad but there are better alternatives.,2026-05-04,,
486,795,U486,4,Amazing product and works perfectly for my skin.,2026-04-13,,
487,1047,U487,3,The product is okay but nothing special.,2026-01-10,,
488,659,U488,2,Very disappointing and poor quality.,2026-01-23,,
489,345,U489,3,Average performance for the price.,2026-03-10,,
490,508,U490,3,Average performance for the price.,2026-01-12,,
491,485,U491,4,Amazing product and works perfectly for my skin.,2026-04-21,,
492,807,U492,3,Average performance for the price.,2026-04-15,,
493,759,U493,5,Amazing product and works perfectly for my skin.,2026-05-08,,
494,795,U494,5,Very lightweight and easy to apply.,2026-02-06,,
495,797,U495,4,I would definitely buy this again.,2026-04-08,,
496,899,U496,2,Very disappointing and poor quality.,2026-02-19,,
497,464,U497,2,The scent was too strong for me.,2026-05-07,,
498,1029,U498,4,Very lightweight and easy to apply.,2026-01-01,,
499,548,U499,3,The product is okay but nothing special.,2026-01-20,,
500,773,U500,5,I would definitely buy this again.,2026-01-28,,
501,919,U_guest_1,4,"The product is so so good, my hair is all shiny and silky every time I use it. Totally recommend!!",2026-05-13,Awesome!!,1.0
502,122,U_guest_2,4,Weird smell,2026-05-13,Smelly,0.0
503,101,U_guest_3,5,The cream feels very comfortable on my face. The price is also very affordable,2026-05-13,Decent product,1.0
504,107,U_guest_4,1,This product sucks,2026-05-13,Horrible,0.0
505,107,U_guest_5,4,I like this product,2026-05-13,Love it,0.0
506,204,U_guest_6,2,Terrible Product,2026-05-13,Spoiled,0.0
507,204,U_guest_7,1,I would never buy this,2026-05-13,Terrible,1.0
